Ward No.,Household,Total Population,Total Male,Total Female
1,536,2098,1040,1058
2,488,2157,1077,1080
3,510,2043,972,1071
4,928,3663,1733,1930
5,661,2875,1366,1509
6,413,1803,864,939
7,406,1612,759,853
8,476,2198,1035,1163
Total,4418,18449,8846,9603
