Ward No.,Household,Total Population,Total Male,Total Female
1,446,1832,855,977
2,652,2680,1199,1481
3,469,2009,906,1103
4,405,1802,827,975
5,691,3056,1412,1644
6,647,2577,1170,1407
7,584,2569,1114,1455
8,648,2758,1240,1518
Total,4542,19283,8723,10560
