Ward No.,Household,Total Population,Total Male,Total Female
1,871,5882,3079,2803
2,916,6199,3113,3086
3,637,4225,2144,2081
4,488,3371,1748,1623
5,606,4238,2210,2028
6,759,4878,2516,2362
7,686,4972,2524,2448
8,662,4638,2344,2294
9,953,6785,3461,3324
10,676,4841,2517,2324
11,723,4771,2466,2305
Total,7977,54800,28122,26678
