Ward No.,Household,Total Population,Total Male,Total Female
1,1277,8047,3873,4174
2,960,6940,3421,3519
3,1055,7092,3538,3554
4,595,4648,2412,2236
5,1097,8656,4568,4088
6,1362,9818,4921,4897
Total,6346,45201,22733,22468
