Ward No.,Household,Total Population,Total Male,Total Female
1,981,6548,3415,3133
2,821,5770,3000,2770
3,517,4031,2122,1909
4,603,4046,2120,1926
5,430,3149,1577,1572
6,653,5007,2516,2491
7,677,5182,2631,2551
8,966,7134,3662,3472
9,766,5748,3018,2730
10,685,5301,2726,2575
11,637,4555,2386,2169
12,785,5889,3126,2763
Total,8521,62360,32299,30061
