Ward No.,Household,Total Population,Total Male,Total Female
1,521,2958,1417,1541
2,429,2785,1409,1376
3,675,3980,1952,2028
4,528,3506,1713,1793
5,566,3491,1705,1786
Total,2719,16720,8196,8524
