Ward No.,Household,Total Population,Total Male,Total Female
1,507,2736,1338,1398
2,742,4001,1992,2009
3,582,3229,1549,1680
4,911,4846,2358,2488
5,538,2975,1412,1563
6,528,3037,1507,1530
Total,3808,20824,10156,10668
