Ward No.,Household,Total Population,Total Male,Total Female
1,798,4162,1740,2422
2,914,4365,1821,2544
3,547,2842,1226,1616
4,646,3107,1277,1830
5,702,3609,1578,2031
6,784,4040,1762,2278
7,356,1820,759,1061
Total,4747,23945,10163,13782
