Ward No.,Household,Total Population,Total Male,Total Female
1,623,3244,1422,1822
2,518,2776,1338,1438
3,636,3401,1581,1820
4,621,3269,1493,1776
5,552,2848,1216,1632
6,822,4013,1809,2204
Total,3772,19551,8859,10692
