Ward No.,Household,Total Population,Total Male,Total Female
1,903,3974,1523,2451
2,766,3468,1480,1988
3,690,3324,1450,1874
4,1118,4406,2368,2038
5,834,3657,1595,2062
6,940,3499,1891,1608
7,699,3197,1326,1871
8,799,3859,1714,2145
9,698,3557,1660,1897
Total,7447,32941,15007,17934
