Ward No.,Household,Total Population,Total Male,Total Female
1,327,1889,934,955
2,348,1857,943,914
3,371,2047,1019,1028
4,281,1846,921,925
5,310,2075,1075,1000
6,359,2279,1154,1125
Total,1996,11993,6046,5947
