Ward No.,Household,Total Population,Total Male,Total Female
1,307,1743,864,879
2,338,1802,893,909
3,287,1534,754,780
4,467,2226,1103,1123
5,310,1511,780,731
6,245,1344,655,689
7,470,2866,1461,1405
8,280,1612,837,775
Total,2704,14638,7347,7291
