Ward No.,Household,Total Population,Total Male,Total Female
1,117,675,339,336
2,161,928,484,444
3,223,1406,672,734
4,126,729,351,378
5,119,642,340,302
6,288,1664,790,874
7,207,1177,604,573
8,176,1062,545,517
9,265,1557,783,774
10,242,1331,673,658
11,185,1067,534,533
Total,2109,12238,6115,6123
