Ward No.,Household,Total Population,Total Male,Total Female
1,294,1063,472,591
2,216,795,409,386
3,484,1873,885,988
4,456,1626,758,868
5,621,2212,1043,1169
6,677,2471,1085,1386
7,492,1675,738,937
8,460,1600,708,892
Total,3700,13315,6098,7217
