Ward No.,Household,Total Population,Total Male,Total Female
1,806,3237,1412,1825
2,933,3883,1734,2149
3,732,3175,1405,1770
4,406,1802,780,1022
5,948,4189,1783,2406
Total,3825,16286,7114,9172
