Ward No.,Household,Total Population,Total Male,Total Female
1,544,2315,1075,1240
2,492,2058,917,1141
3,545,2251,979,1272
4,393,1507,720,787
5,626,2520,1164,1356
6,997,3643,1600,2043
7,762,2952,1428,1524
Total,4359,17246,7883,9363
