Ward No.,Household,Total Population,Total Male,Total Female
1,193,780,373,407
2,836,3347,1608,1739
3,805,3550,1768,1782
4,878,3567,1751,1816
5,447,2044,1014,1030
6,427,1982,987,995
7,851,3780,1798,1982
8,789,3393,1577,1816
9,999,4092,2028,2064
Total,6225,26535,12904,13631
