Ward No.,Household,Total Population,Total Male,Total Female
1,588,2259,1170,1089
2,487,1831,932,899
3,624,2582,1431,1151
4,653,2635,1274,1361
5,449,1902,1000,902
6,822,3510,1763,1747
7,792,3551,1783,1768
8,592,2590,1252,1338
Total,5007,20860,10605,10255
