Ward No.,Household,Total Population,Total Male,Total Female
1,526,2613,1298,1315
2,731,3611,1817,1794
3,674,3431,1727,1704
4,487,2481,1255,1226
5,705,3248,1610,1638
6,378,1820,908,912
7,440,2027,966,1061
Total,3941,19231,9581,9650
