Ward No.,Household,Total Population,Total Male,Total Female
1,509,2115,1012,1103
2,498,1931,883,1048
3,440,1843,870,973
4,464,2182,1034,1148
5,620,2553,1223,1330
6,391,1600,737,863
7,758,2909,1342,1567
Total,3680,15133,7101,8032
