Ward No.,Household,Total Population,Total Male,Total Female
1,656,2564,1258,1306
2,764,2950,1444,1506
3,489,1927,952,975
4,554,2448,1150,1298
5,470,2395,1130,1265
6,610,2380,1164,1216
7,660,3007,1466,1541
Total,4203,17671,8564,9107
