Ward No.,Household,Total Population,Total Male,Total Female
1,557,2363,979,1384
2,800,3682,1564,2118
3,869,3474,1498,1976
4,746,3147,1308,1839
5,955,4288,1855,2433
6,426,1843,769,1074
7,935,3871,1580,2291
8,864,3756,1591,2165
Total,6152,26424,11144,15280
