Ward No.,Household,Total Population,Total Male,Total Female
1,907,3952,1701,2251
2,661,2816,1276,1540
3,687,2900,1227,1673
4,704,2937,1242,1695
5,501,2263,971,1292
6,800,3279,1384,1895
7,959,3997,1654,2343
8,643,2493,1061,1432
9,1009,4199,1796,2403
10,856,3804,1623,2181
Total,7727,32640,13935,18705
