Ward No.,Household,Total Population,Total Male,Total Female
1,791,4245,2057,2188
2,619,3310,1605,1705
3,705,3467,1647,1820
4,625,3360,1664,1696
5,563,3156,1549,1607
6,469,2459,1226,1233
7,571,3008,1552,1456
Total,4343,23005,11300,11705
