Ward No.,Household,Total Population,Total Male,Total Female
1,1002,4785,2235,2550
2,425,2209,1016,1193
3,534,2964,1438,1526
4,446,2322,1107,1215
5,630,3271,1608,1663
6,554,3126,1518,1608
7,563,2788,1360,1428
8,667,3816,1865,1951
9,569,3191,1501,1690
10,442,2415,1211,1204
11,550,3182,1553,1629
12,381,1983,970,1013
Total,6763,36052,17382,18670
