Ward No.,Household,Total Population,Total Male,Total Female
1,733,3525,1654,1871
2,542,2850,1301,1549
3,681,3322,1548,1774
4,447,2128,1003,1125
5,481,2358,1085,1273
6,563,2441,1135,1306
Total,3447,16624,7726,8898
