Ward No.,Household,Total Population,Total Male,Total Female
1,570,2688,1236,1452
2,593,3037,1425,1612
3,865,4661,2218,2443
4,724,3517,1606,1911
5,654,3413,1653,1760
6,728,3913,1901,2012
7,611,3743,1889,1854
Total,4745,24972,11928,13044
