Ward No.,Household,Total Population,Total Male,Total Female
1,546,2334,1000,1334
2,629,2324,963,1361
3,566,2131,916,1215
4,572,2211,956,1255
5,413,1624,704,920
6,578,2522,1062,1460
7,655,2652,1129,1523
8,688,2972,1250,1722
Total,4647,18770,7980,10790
