Ward No.,Household,Total Population,Total Male,Total Female
1,579,2964,1312,1652
2,331,1988,882,1106
3,443,3127,1420,1707
4,758,4409,2085,2324
5,751,3824,1655,2169
6,453,2545,1150,1395
7,576,3754,1711,2043
Total,3891,22611,10215,12396
