Ward No.,Household,Total Population,Total Male,Total Female
1,660,2744,1213,1531
2,635,2724,1191,1533
3,1236,5408,2279,3129
4,1180,4798,2051,2747
5,532,2147,933,1214
6,712,3440,1550,1890
7,425,2043,961,1082
8,629,3165,1481,1684
Total,6009,26469,11659,14810
