Ward No.,Household,Total Population,Total Male,Total Female
1,1002,4171,1799,2372
2,464,2078,912,1166
3,1088,5111,2234,2877
4,964,4536,1966,2570
5,420,2758,1310,1448
6,442,2386,1099,1287
7,386,2287,1035,1252
8,300,1690,761,929
Total,5066,25017,11116,13901
