Ward No.,Household,Total Population,Total Male,Total Female
1,366,1962,878,1084
2,370,1854,809,1045
3,349,1836,813,1023
4,439,2196,974,1222
5,507,2557,1175,1382
6,514,2466,1100,1366
7,560,3022,1401,1621
Total,3105,15893,7150,8743
