Ward No.,Household,Total Population,Total Male,Total Female
1,328,1640,731,909
2,379,1766,793,973
3,338,1883,852,1031
4,285,1530,715,815
5,475,2619,1209,1410
6,262,1586,743,843
7,380,1948,872,1076
Total,2447,12972,5915,7057
