Ward No.,Household,Total Population,Total Male,Total Female
1,451,2515,1135,1380
2,345,2086,972,1114
3,484,2676,1282,1394
4,362,1839,847,992
5,356,2397,1164,1233
6,472,2229,1026,1203
7,483,2554,1253,1301
Total,2953,16296,7679,8617
