Ward No.,Household,Total Population,Total Male,Total Female
1,584,2914,1349,1565
2,291,1694,785,909
3,277,1787,807,980
4,442,2502,1147,1355
5,376,2442,1177,1265
6,397,2770,1377,1393
7,351,2161,1035,1126
8,433,2601,1258,1343
9,435,2436,1111,1325
Total,3586,21307,10046,11261
