Ward No.,Household,Total Population,Total Male,Total Female
1,371,2074,940,1134
2,268,1564,749,815
3,195,1271,648,623
4,280,1595,760,835
5,339,1897,912,985
6,275,1611,784,827
7,272,1545,748,797
Total,2000,11557,5541,6016
