Ward No.,Household,Total Population,Total Male,Total Female
1,494,2272,1073,1199
2,652,3261,1587,1674
3,766,3891,1876,2015
4,751,3413,1597,1816
5,548,2570,1212,1358
6,600,2874,1356,1518
Total,3811,18281,8701,9580
