Ward No.,Household,Total Population,Total Male,Total Female
1,858,4128,1885,2243
2,485,2200,1032,1168
3,939,4338,1961,2377
4,799,3650,1706,1944
5,922,4043,1889,2154
6,574,2836,1300,1536
7,585,2865,1335,1530
Total,5162,24060,11108,12952
