Ward No.,Household,Total Population,Total Male,Total Female
1,505,3074,1558,1516
2,622,3544,1821,1723
3,651,3153,1573,1580
4,719,3522,1766,1756
5,835,3982,1990,1992
6,652,3694,1815,1879
7,794,4033,1937,2096
Total,4778,25002,12460,12542
