Ward No.,Household,Total Population,Total Male,Total Female
1,111,593,312,281
2,275,1523,771,752
3,193,1143,581,562
4,133,776,404,372
5,50,334,165,169
6,201,1148,555,593
Total,963,5517,2788,2729
