Ward No.,Household,Total Population,Total Male,Total Female
1,118,629,303,326
2,211,1048,515,533
3,451,2346,1122,1224
4,432,2133,997,1136
5,356,1832,841,991
6,463,2357,1148,1209
7,339,1754,851,903
Total,2370,12099,5777,6322
