Ward No.,Household,Total Population,Total Male,Total Female
1,809,3768,1722,2046
2,702,3386,1552,1834
3,354,1703,791,912
4,324,1559,729,830
5,191,908,425,483
6,454,2267,1076,1191
Total,2834,13591,6295,7296
