Ward No.,Household,Total Population,Total Male,Total Female
1,511,2501,1117,1384
2,734,3530,1675,1855
3,782,3719,1746,1973
4,447,2185,1020,1165
5,414,1849,856,993
Total,2888,13784,6414,7370
