Ward No.,Household,Total Population,Total Male,Total Female
1,308,1510,743,767
2,370,1838,919,919
3,429,2057,1020,1037
4,382,2056,992,1064
5,387,1878,935,943
6,277,1411,689,722
7,461,2299,1156,1143
Total,2614,13049,6454,6595
