Ward No.,Household,Total Population,Total Male,Total Female
1,604,2895,1424,1471
2,567,2828,1331,1497
3,570,2878,1429,1449
4,411,2010,1008,1002
5,260,1195,554,641
Total,2412,11806,5746,6060
