Ward No.,Household,Total Population,Total Male,Total Female
1,570,2721,1303,1418
2,707,3840,1859,1981
3,355,1979,945,1034
4,411,2234,1094,1140
5,451,2191,1015,1176
6,550,2918,1337,1581
Total,3044,15883,7553,8330
