Ward No.,Household,Total Population,Total Male,Total Female
1,580,2764,1292,1472
2,465,2479,1206,1273
3,850,4655,2258,2397
4,523,2909,1455,1454
5,531,2983,1461,1522
6,459,2439,1214,1225
7,568,3004,1554,1450
Total,3976,21233,10440,10793
