Ward No.,Household,Total Population,Total Male,Total Female
1,436,2349,1143,1206
2,517,2654,1228,1426
3,528,2601,1205,1396
4,684,3441,1673,1768
5,657,3220,1543,1677
6,504,3115,1552,1563
7,387,2316,1168,1148
8,383,2337,1163,1174
Total,4096,22033,10675,11358
