Ward No.,Household,Total Population,Total Male,Total Female
1,532,2537,1188,1349
2,345,1592,808,784
3,478,2708,1393,1315
4,299,1964,992,972
5,303,1670,816,854
6,311,1554,758,796
7,376,2152,1071,1081
8,249,1537,776,761
9,266,1475,745,730
10,293,1587,804,783
Total,3452,18776,9351,9425
