Ward No.,Household,Total Population,Total Male,Total Female
1,396,2053,970,1083
2,304,1659,755,904
3,290,1775,858,917
4,369,2227,1014,1213
5,173,1063,545,518
6,571,2860,1390,1470
7,353,1823,820,1003
8,356,1911,868,1043
9,538,2992,1411,1581
Total,3350,18363,8631,9732
