Ward No.,Household,Total Population,Total Male,Total Female
1,579,3507,1710,1797
2,419,2664,1322,1342
3,597,3230,1613,1617
4,374,1971,920,1051
5,254,1412,661,751
Total,2223,12784,6226,6558
