Ward No.,Household,Total Population,Total Male,Total Female
1,189,982,509,473
2,163,925,514,411
3,155,816,400,416
4,227,1235,605,630
5,295,1679,859,820
6,524,2798,1364,1434
7,169,779,374,405
Total,1722,9214,4625,4589
