Ward No.,Household,Total Population,Total Male,Total Female
1,589,2418,1091,1327
2,264,1104,520,584
3,415,1579,690,889
4,319,1186,539,647
5,391,1547,697,850
6,302,1293,590,703
7,268,1201,563,638
8,448,1869,861,1008
9,459,1918,882,1036
10,378,1511,697,814
11,309,1171,517,654
12,366,1356,594,762
Total,4508,18153,8241,9912
