Ward No.,Household,Total Population,Total Male,Total Female
1,478,1981,882,1099
2,350,1347,618,729
3,375,1377,557,820
4,439,1605,696,909
5,648,2373,1017,1356
6,728,2958,1277,1681
7,762,2878,1242,1636
Total,3780,14519,6289,8230
