Ward No.,Household,Total Population,Total Male,Total Female
1,427,2426,1158,1268
2,461,2391,1154,1237
3,653,2858,1420,1438
4,562,2729,1269,1460
5,835,4262,2027,2235
6,719,3538,1690,1848
Total,3657,18204,8718,9486
