Ward No.,Household,Total Population,Total Male,Total Female
1,1057,4229,2089,2140
2,792,3742,1855,1887
3,374,2064,1024,1040
4,437,2597,1289,1308
5,830,3881,1860,2021
6,947,4565,2266,2299
7,468,2381,1138,1243
8,695,3625,1790,1835
Total,5600,27084,13311,13773
