Ward No.,Household,Total Population,Total Male,Total Female
1,360,1939,929,1010
2,410,2219,1033,1186
3,595,2851,1284,1567
4,526,2418,1147,1271
5,760,3322,1454,1868
Total,2651,12749,5847,6902
