Ward No.,Household,Total Population,Total Male,Total Female
1,253,1224,616,608
2,211,848,403,445
3,398,1715,749,966
4,419,1882,876,1006
5,618,2780,1291,1489
6,235,1113,527,586
Total,2134,9562,4462,5100
