Ward No.,Household,Total Population,Total Male,Total Female
1,855,3925,1752,2173
2,936,3967,1787,2180
3,749,3175,1347,1828
4,672,2955,1318,1637
5,597,2596,1059,1537
6,727,2949,1275,1674
7,819,3393,1512,1881
Total,5355,22960,10050,12910
