Ward No.,Household,Total Population,Total Male,Total Female
1,572,2589,1139,1450
2,1163,5148,2278,2870
3,3370,12004,5720,6284
4,813,3392,1555,1837
5,994,4588,2084,2504
6,687,3053,1379,1674
7,752,3207,1406,1801
8,793,3574,1682,1892
9,880,3679,1595,2084
10,696,2931,1300,1631
11,957,4067,1724,2343
12,632,2808,1304,1504
13,612,2713,1192,1521
14,1063,4762,2152,2610
Total,13984,58515,26510,32005
