Ward No.,Household,Total Population,Total Male,Total Female
1,646,2785,1207,1578
2,471,1894,819,1075
3,579,2285,1018,1267
4,705,2918,1280,1638
5,720,2988,1279,1709
Total,3121,12870,5603,7267
