Ward No.,Household,Total Population,Total Male,Total Female
1,729,3285,1472,1813
2,693,2796,1275,1521
3,745,3122,1363,1759
4,998,4033,1772,2261
5,1051,4381,1944,2437
6,802,3439,1477,1962
7,712,2910,1270,1640
Total,5730,23966,10573,13393
