Ward No.,Household,Total Population,Total Male,Total Female
1,547,3713,1852,1861
2,523,3834,1940,1894
3,566,3869,1983,1886
4,432,3057,1568,1489
5,481,3230,1687,1543
6,640,4333,2254,2079
7,732,5111,2601,2510
8,330,2153,1101,1052
9,440,2843,1465,1378
Total,4691,32143,16451,15692
