Ward No.,Household,Total Population,Total Male,Total Female
1,619,3896,2010,1886
2,534,3046,1571,1475
3,759,4804,2521,2283
4,586,4013,2121,1892
5,646,3898,1999,1899
6,1135,7609,3932,3677
7,581,3885,2027,1858
8,474,3123,1629,1494
9,145,901,443,458
Total,5479,35175,18253,16922
